,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
36312,76293,Sales & Marketing,region_2,0,m,sourcing,2,29,1.0,2,0,0,49,0
36315,25645,HR,region_2,0,f,sourcing,1,34,2.0,5,0,0,48,0
36385,38523,Sales & Marketing,region_32,0,m,sourcing,1,30,3.0,3,0,0,50,0
36436,34104,Sales & Marketing,region_28,0,m,sourcing,1,37,4.0,4,1,0,50,0
36458,2871,Sales & Marketing,region_7,0,m,sourcing,1,34,3.0,4,1,0,51,0
36465,55818,Analytics,region_22,0,m,sourcing,1,26,5.0,3,1,0,87,0
36476,67435,Procurement,region_2,0,f,other,1,60,3.0,32,0,0,74,0
36482,73678,Sales & Marketing,region_2,0,m,other,1,43,1.0,13,0,0,51,0
36505,34812,Sales & Marketing,region_15,0,m,sourcing,1,25,3.0,3,0,0,47,0
36539,60468,Sales & Marketing,region_2,0,m,other,2,26,3.0,6,0,0,52,0
36553,55288,Sales & Marketing,region_2,0,f,other,1,49,1.0,8,1,0,50,0
36655,66393,Finance,region_2,0,m,sourcing,1,29,,1,0,0,58,0
36669,60835,Sales & Marketing,region_14,0,m,other,2,25,1.0,4,0,0,46,0
36671,10032,Sales & Marketing,region_2,0,f,other,1,59,1.0,2,0,0,46,0
36765,8537,Analytics,region_15,0,m,other,3,27,4.0,6,1,0,83,0
36804,795,HR,region_2,0,f,other,1,31,3.0,3,1,0,52,0
36843,11907,Analytics,region_25,0,m,other,1,25,3.0,2,0,0,85,0
36858,18465,Sales & Marketing,region_15,0,m,sourcing,3,40,3.0,11,0,0,45,0
36885,43878,Analytics,region_2,0,m,sourcing,1,36,3.0,7,0,0,89,0
36962,27832,Sales & Marketing,region_11,0,m,other,1,30,3.0,4,0,0,50,0
37014,51361,Sales & Marketing,region_2,0,m,sourcing,1,48,3.0,16,0,0,53,0
37027,39317,Operations,region_2,0,m,sourcing,1,38,4.0,10,0,0,58,0
37093,64292,Sales & Marketing,region_26,0,m,sourcing,1,27,3.0,3,0,0,52,0
37120,34490,Procurement,region_2,0,f,other,2,42,1.0,5,0,0,74,0
37184,32454,Sales & Marketing,region_27,0,m,other,1,23,,1,0,0,55,0
37200,45136,Analytics,region_32,0,m,sourcing,1,24,,1,0,0,81,0
37214,3224,Sales & Marketing,region_26,0,m,other,1,34,3.0,4,0,0,44,0
37216,45311,Sales & Marketing,region_15,0,m,sourcing,1,35,3.0,6,0,0,48,0
37229,10560,Sales & Marketing,region_2,0,m,sourcing,1,32,5.0,7,1,0,48,1
37254,15538,Technology,region_2,0,m,sourcing,1,27,5.0,6,0,0,80,0
37296,77941,Analytics,region_22,0,f,sourcing,1,28,3.0,3,1,0,85,0
37320,21406,Sales & Marketing,region_2,0,m,sourcing,1,39,3.0,7,1,0,47,1
37371,37896,Sales & Marketing,region_27,0,m,sourcing,1,28,,1,0,0,52,0
37396,35440,Sales & Marketing,region_15,0,m,sourcing,1,23,5.0,2,1,0,48,0
37484,36300,Technology,region_31,0,f,other,1,27,3.0,1,0,0,83,0
37496,59676,Sales & Marketing,region_2,0,m,sourcing,3,24,3.0,3,0,0,45,0
37505,32529,Sales & Marketing,region_2,0,m,other,1,47,4.0,9,0,0,50,0
37580,24157,Sales & Marketing,region_11,0,m,other,1,35,1.0,7,0,0,45,0
37596,31504,Finance,region_2,0,m,other,1,39,5.0,5,0,0,57,0
37598,62027,Sales & Marketing,region_30,0,m,sourcing,1,32,1.0,7,1,0,51,0
37628,71907,Analytics,region_22,0,m,other,1,27,3.0,2,0,0,91,0
37651,25357,Sales & Marketing,region_7,0,m,other,1,24,5.0,2,0,0,49,0
37659,50764,Sales & Marketing,region_2,0,f,other,1,41,3.0,7,0,0,52,0
37686,65385,Operations,region_2,0,f,sourcing,1,38,5.0,9,1,0,57,0
37696,43852,Procurement,region_15,0,f,sourcing,1,53,3.0,16,0,0,73,0
37710,17052,Technology,region_27,0,m,sourcing,1,27,1.0,3,0,0,81,0
37728,19166,Sales & Marketing,region_31,0,f,other,1,30,1.0,5,0,0,51,0
37733,4796,Operations,region_22,0,m,sourcing,1,30,3.0,4,0,0,66,0
37758,52637,Sales & Marketing,region_2,0,m,sourcing,1,28,4.0,2,0,0,51,0
37847,21126,Sales & Marketing,region_19,0,m,other,1,34,3.0,2,0,0,50,0
37874,13980,Sales & Marketing,region_26,0,m,other,1,29,1.0,5,0,0,51,0
37890,43654,Analytics,region_7,0,m,other,2,25,3.0,2,0,0,86,0
37908,40359,Technology,region_2,0,f,sourcing,1,36,3.0,7,0,0,82,0
37932,40353,Sales & Marketing,region_32,0,m,sourcing,1,27,4.0,3,0,0,56,0
37956,30951,Sales & Marketing,region_2,0,m,other,1,20,,1,0,0,47,0
37962,52209,Sales & Marketing,region_2,0,m,sourcing,1,21,1.0,2,0,0,53,0
37979,42714,Sales & Marketing,region_2,0,m,sourcing,1,25,,1,1,0,51,0
37984,66314,Sales & Marketing,region_13,0,m,other,1,34,4.0,10,0,0,51,0
37988,39268,Sales & Marketing,region_2,0,f,sourcing,2,24,1.0,2,0,0,50,0
38028,30071,Sales & Marketing,region_27,0,m,other,1,27,1.0,2,0,0,54,0
38108,44597,Sales & Marketing,region_9,0,m,sourcing,1,28,1.0,2,0,0,53,0
38111,34603,Sales & Marketing,region_11,0,m,other,1,29,1.0,4,0,0,55,0
38115,43806,Sales & Marketing,region_2,0,f,other,2,35,1.0,6,0,0,49,0
38153,38386,Sales & Marketing,region_26,0,m,other,1,43,4.0,11,0,0,50,0
38179,72175,Sales & Marketing,region_2,0,m,sourcing,3,25,,1,1,0,50,0
38199,30738,Sales & Marketing,region_7,0,m,other,2,29,1.0,2,0,0,45,0
38217,31986,Procurement,region_2,0,m,sourcing,1,36,3.0,5,0,0,68,0
38225,66747,Sales & Marketing,region_16,0,m,other,1,25,,1,1,0,46,1
38231,24169,Sales & Marketing,region_32,0,m,other,1,26,,1,0,0,50,0
38276,63379,Technology,region_27,0,m,other,1,28,3.0,5,0,0,80,0
38291,13147,Operations,region_2,0,f,other,1,42,5.0,9,1,0,63,0
38330,49063,Sales & Marketing,region_2,0,m,sourcing,1,24,,1,0,0,52,0
38359,46016,Analytics,region_21,0,m,other,1,27,3.0,3,0,0,83,0
38377,44209,Technology,region_27,0,m,sourcing,1,27,,1,0,0,78,0
38390,67873,Sales & Marketing,region_7,0,f,other,1,26,3.0,2,1,0,50,0
38403,28188,Sales & Marketing,region_1,0,m,other,1,27,5.0,4,1,0,51,0
38408,21550,Sales & Marketing,region_2,0,m,sourcing,1,25,,1,1,0,50,0
38415,988,Sales & Marketing,region_28,0,m,other,1,28,3.0,4,0,0,49,0
38418,29637,Sales & Marketing,region_2,0,m,other,1,35,5.0,9,0,0,51,0
38430,44495,Sales & Marketing,region_2,0,m,sourcing,1,32,1.0,5,0,0,49,0
38439,41406,Sales & Marketing,region_7,0,m,sourcing,1,29,1.0,6,0,0,47,0
38444,67085,Sales & Marketing,region_16,0,m,other,1,24,,1,0,0,54,0
38463,50656,Sales & Marketing,region_2,0,f,other,1,23,2.0,2,0,0,50,0
38468,59394,Analytics,region_2,0,m,other,2,24,2.0,3,0,0,88,0
38483,55828,Sales & Marketing,region_16,0,m,sourcing,1,40,3.0,5,1,0,48,0
38494,47177,Sales & Marketing,region_7,0,m,sourcing,1,29,5.0,4,0,0,46,0
38544,8483,Sales & Marketing,region_28,0,m,other,1,30,3.0,5,0,0,49,0
38561,52267,Analytics,region_22,0,m,other,1,27,3.0,4,1,0,85,1
38617,66237,Sales & Marketing,region_31,0,m,other,1,28,5.0,5,0,1,59,1
38631,47865,Sales & Marketing,region_2,0,f,sourcing,1,20,1.0,2,0,0,55,0
38657,26320,Sales & Marketing,region_2,0,f,sourcing,3,25,,1,0,0,50,0
38684,17289,Sales & Marketing,region_16,0,m,other,1,38,1.0,4,0,0,49,0
38733,21802,Sales & Marketing,region_22,0,m,other,1,30,3.0,6,1,0,51,0
38743,30837,Sales & Marketing,region_26,0,m,sourcing,1,23,,1,0,0,45,0
38745,43604,Analytics,region_2,0,m,other,2,24,,1,0,0,89,0
38749,42344,Sales & Marketing,region_2,0,m,sourcing,1,30,4.0,4,1,0,49,0
38782,75834,Sales & Marketing,region_2,0,m,other,2,23,,1,1,0,48,0
38812,29160,Operations,region_22,0,m,other,1,25,5.0,3,1,0,57,0
38839,67363,Sales & Marketing,region_22,0,m,sourcing,1,29,2.0,2,0,0,52,0
38944,48380,Sales & Marketing,region_16,0,m,sourcing,1,24,,1,0,0,51,0
38948,39963,Sales & Marketing,region_27,0,m,sourcing,1,32,1.0,6,0,0,47,0
38976,33207,Sales & Marketing,region_2,0,f,sourcing,2,25,,1,1,0,50,0
38977,76956,Analytics,region_22,0,m,sourcing,1,26,,1,0,0,85,0
39005,49846,Procurement,region_2,0,m,other,3,36,1.0,9,0,0,69,0
39067,8530,Sales & Marketing,region_2,0,m,other,2,32,3.0,3,0,0,50,0
39129,38965,Sales & Marketing,region_26,0,m,other,1,29,4.0,4,0,0,52,0
39143,78135,Sales & Marketing,region_26,0,m,sourcing,1,29,4.0,3,1,0,50,0
39146,36880,Sales & Marketing,region_2,0,m,referred,2,25,4.0,3,1,0,47,0
39169,69806,Procurement,region_2,0,f,sourcing,1,29,5.0,7,1,0,71,0
39186,8677,Sales & Marketing,region_2,0,f,other,2,24,3.0,2,0,0,48,0
39197,3058,Sales & Marketing,region_31,0,m,sourcing,1,32,1.0,7,1,0,46,0
39207,40728,Sales & Marketing,region_22,0,m,other,2,24,,1,0,0,51,0
39237,75675,Operations,region_2,0,f,sourcing,1,37,5.0,10,1,0,56,0
39268,33581,Sales & Marketing,region_22,0,m,other,1,22,2.0,2,1,0,51,0
39276,71571,Sales & Marketing,region_2,0,m,sourcing,1,27,5.0,2,1,0,52,0
39316,63006,Sales & Marketing,region_27,0,m,sourcing,1,29,4.0,2,0,0,52,0
39346,65704,Analytics,region_32,0,m,sourcing,1,30,3.0,3,0,0,88,0
39392,39751,Sales & Marketing,region_28,0,m,sourcing,1,33,5.0,9,1,0,51,0
39413,64389,Sales & Marketing,region_16,0,m,sourcing,1,25,1.0,3,0,0,51,0
39419,55143,Analytics,region_32,0,m,other,1,30,3.0,3,0,0,81,0
39460,74219,Technology,region_2,0,f,other,1,37,3.0,7,0,0,81,0
39468,11299,Sales & Marketing,region_13,0,m,sourcing,1,28,1.0,4,1,0,48,0
39488,3915,Analytics,region_9,0,m,sourcing,1,33,5.0,4,1,0,84,0
39492,8179,Analytics,region_22,0,m,other,3,26,4.0,2,1,0,86,0
39497,7787,Sales & Marketing,region_29,0,m,other,1,22,,1,0,0,48,0
39504,44455,Sales & Marketing,region_2,0,m,other,1,55,3.0,5,0,0,46,0
39518,44517,Sales & Marketing,region_2,0,m,other,1,23,,1,0,0,67,1
39574,49750,HR,region_32,0,m,sourcing,1,27,5.0,2,0,0,50,0
39583,14542,Sales & Marketing,region_15,0,m,other,1,25,4.0,2,0,0,45,0
39629,59113,Sales & Marketing,region_2,0,m,sourcing,1,31,2.0,2,0,0,45,0
39656,57818,Sales & Marketing,region_7,0,m,sourcing,1,27,,1,0,0,62,1
39657,17279,Analytics,region_15,0,m,sourcing,3,27,5.0,3,1,0,82,0
39710,59281,Sales & Marketing,region_2,0,f,other,1,28,3.0,5,0,0,55,0
39722,61883,Sales & Marketing,region_15,0,m,other,1,46,5.0,4,0,0,54,0
39726,70280,Sales & Marketing,region_23,0,m,other,1,39,3.0,11,1,0,48,1
39765,57083,Sales & Marketing,region_16,0,m,sourcing,1,32,4.0,6,0,0,50,0
39789,58066,Operations,region_32,0,m,sourcing,1,31,1.0,6,0,0,61,0
39840,6364,Sales & Marketing,region_2,0,m,sourcing,1,30,3.0,5,0,0,49,0
39841,49296,Sales & Marketing,region_2,0,m,sourcing,2,26,1.0,2,0,0,48,0
39852,10701,Analytics,region_2,0,m,other,1,24,,1,0,0,84,0
39861,3693,Analytics,region_22,0,m,other,1,27,1.0,2,1,0,85,0
39911,819,Sales & Marketing,region_11,0,m,sourcing,1,23,1.0,2,0,0,43,0
39980,14195,Analytics,region_22,0,m,other,1,27,3.0,4,1,0,87,0
40007,26763,Analytics,region_27,0,m,other,1,28,5.0,2,0,0,85,0
40018,18349,Analytics,region_22,0,m,sourcing,1,26,,1,1,0,82,0
40031,75180,R&D,region_22,0,m,other,1,27,,1,0,0,86,0
40039,115,Sales & Marketing,region_22,0,m,sourcing,1,25,3.0,2,1,0,46,0
40076,22211,Sales & Marketing,region_15,0,m,other,1,33,1.0,2,0,0,54,0
40118,52119,Sales & Marketing,region_15,0,m,other,1,30,1.0,6,1,0,46,0
40124,38008,Sales & Marketing,region_26,0,m,other,1,34,1.0,6,0,0,48,0
40138,42051,Procurement,region_2,0,m,other,1,44,4.0,2,0,0,72,0
40224,63394,Technology,region_2,0,f,sourcing,1,39,3.0,7,0,0,78,0
40250,27792,Operations,region_22,0,m,sourcing,1,25,,1,0,0,61,0
40284,855,Sales & Marketing,region_2,0,m,other,1,59,1.0,18,0,0,49,0
40300,29735,Sales & Marketing,region_32,0,m,other,1,26,1.0,5,0,0,53,0
40320,23303,Sales & Marketing,region_2,0,f,sourcing,1,27,3.0,3,0,0,52,0
40328,8840,Sales & Marketing,region_7,0,m,other,1,24,3.0,2,0,0,52,0
40356,44030,Technology,region_11,0,m,other,1,31,1.0,3,0,0,83,0
40472,44171,Analytics,region_26,0,m,other,2,29,3.0,4,0,0,87,0
40495,51816,Operations,region_2,0,m,other,1,28,3.0,3,0,0,62,0
40498,19376,Sales & Marketing,region_16,0,m,sourcing,1,23,,1,0,0,45,0
40510,30130,Technology,region_23,0,m,other,1,35,2.0,7,0,0,79,0
40513,2628,Sales & Marketing,region_7,0,m,other,1,28,1.0,6,0,0,54,0
40527,20846,Sales & Marketing,region_15,0,m,sourcing,1,27,3.0,2,0,0,52,0
40609,75446,Analytics,region_2,0,m,other,1,25,,1,0,0,88,0
40634,28775,Sales & Marketing,region_28,0,m,other,1,23,,1,0,0,53,0
40671,4085,Sales & Marketing,region_7,0,m,other,1,21,2.0,2,0,0,51,0
40674,979,Sales & Marketing,region_7,0,m,other,1,23,4.0,2,1,0,58,1
40695,53165,Sales & Marketing,region_26,0,m,sourcing,1,24,,1,0,0,52,0
40725,15942,Sales & Marketing,region_14,0,m,sourcing,2,24,,1,0,0,54,0
40727,33900,Sales & Marketing,region_31,0,m,other,1,25,3.0,1,0,0,49,0
40740,35326,Finance,region_2,0,f,sourcing,1,35,5.0,4,0,0,60,0
40767,57948,Operations,region_2,0,f,other,1,41,2.0,7,1,0,62,0
40786,46593,Sales & Marketing,region_1,0,m,sourcing,1,27,3.0,3,0,0,50,0
40789,73577,Sales & Marketing,region_2,0,m,sourcing,1,30,,1,0,0,46,0
40792,50107,Sales & Marketing,region_2,0,f,other,1,31,5.0,4,1,0,50,0
40815,59675,Sales & Marketing,region_2,0,f,other,1,21,2.0,2,0,0,49,0
40840,51898,Sales & Marketing,region_7,0,m,other,1,39,5.0,13,0,0,44,0
40874,52328,Operations,region_15,0,f,other,1,37,5.0,10,0,0,59,0
40877,58884,Sales & Marketing,region_27,0,m,sourcing,1,30,1.0,8,1,0,51,0
40902,12212,Sales & Marketing,region_7,0,m,sourcing,1,34,5.0,10,0,0,50,0
40912,6430,Procurement,region_15,0,f,sourcing,1,53,5.0,8,0,0,73,0
40919,76755,Analytics,region_2,0,m,other,1,33,3.0,4,0,0,89,0
40932,23080,Sales & Marketing,region_32,0,m,other,1,25,3.0,2,0,0,46,0
40948,46053,Analytics,region_22,0,m,other,1,27,3.0,2,1,0,83,0
41006,57213,Operations,region_31,0,m,sourcing,1,30,4.0,3,1,0,59,0
41039,24598,Sales & Marketing,region_2,0,m,other,1,46,3.0,3,0,0,50,0
41054,7373,Sales & Marketing,region_30,0,m,other,1,32,1.0,5,0,0,49,0
41063,73888,Procurement,region_2,0,f,other,1,31,4.0,5,1,0,68,0
41069,6170,Sales & Marketing,region_27,0,m,other,2,30,1.0,3,0,0,49,0
41087,31689,Sales & Marketing,region_2,0,m,other,2,20,,1,0,0,53,0
41091,28758,Operations,region_2,0,f,other,2,33,5.0,7,1,0,55,0
41156,12522,Sales & Marketing,region_15,0,f,sourcing,1,29,3.0,7,0,0,51,0
41162,27041,Sales & Marketing,region_2,0,m,referred,1,24,4.0,2,0,0,50,0
41169,73354,Sales & Marketing,region_7,0,m,other,1,39,4.0,13,0,0,49,0
41191,17739,Sales & Marketing,region_2,0,m,sourcing,1,24,,1,0,0,49,0
41196,68425,Sales & Marketing,region_2,0,m,sourcing,1,53,3.0,8,0,0,50,0
41200,7377,Sales & Marketing,region_2,0,m,other,1,40,3.0,10,0,0,51,0
41212,12159,Analytics,region_7,0,m,other,1,26,3.0,3,0,0,83,0
41227,35133,Sales & Marketing,region_9,0,m,other,1,29,3.0,4,0,0,47,0
41229,48018,Sales & Marketing,region_13,0,m,other,1,44,3.0,13,0,0,53,0
41234,16380,Technology,region_11,0,m,other,1,31,,1,0,0,79,0
41332,26493,Sales & Marketing,region_28,0,m,other,1,28,2.0,4,0,0,48,0
41337,77866,Sales & Marketing,region_22,0,m,other,4,26,1.0,4,0,0,47,0
41362,11247,Sales & Marketing,region_27,0,m,sourcing,2,31,1.0,6,0,0,47,0
41380,588,Operations,region_2,0,m,other,1,31,5.0,4,1,0,60,0
41382,50069,Technology,region_2,0,m,sourcing,1,34,2.0,4,0,0,79,0
41435,5780,Sales & Marketing,region_9,0,m,other,2,29,,1,0,0,50,0
41447,32803,Operations,region_2,0,f,other,1,37,3.0,3,1,0,58,0
41451,2620,R&D,region_2,0,m,sourcing,1,25,,1,0,0,87,0
41493,74116,Sales & Marketing,region_26,0,m,other,1,25,5.0,3,0,0,50,0
41505,75174,Sales & Marketing,region_2,0,m,sourcing,1,24,3.0,2,1,1,88,1
41537,68419,Analytics,region_22,0,f,other,1,26,5.0,5,1,0,84,1
41562,62886,Sales & Marketing,region_32,0,m,sourcing,1,29,3.0,2,0,0,47,0
41563,35025,Sales & Marketing,region_7,0,m,other,1,27,5.0,4,0,0,53,0
41564,75473,Sales & Marketing,region_13,0,m,other,1,30,2.0,5,0,0,51,0
41591,37334,Operations,region_31,0,m,other,1,27,,1,0,0,63,0
41604,65935,Analytics,region_7,0,m,sourcing,1,26,1.0,2,0,0,82,0
41605,15861,Sales & Marketing,region_22,0,m,sourcing,3,23,,1,0,0,51,0
41646,47054,Technology,region_27,0,m,sourcing,1,30,5.0,3,0,0,77,0
41652,58158,Procurement,region_2,0,m,sourcing,4,36,4.0,2,0,0,70,0
41690,22802,Sales & Marketing,region_31,0,m,other,1,29,3.0,3,0,0,49,0
41742,46320,Operations,region_8,0,f,other,1,29,,1,0,0,52,0
41786,63897,Sales & Marketing,region_15,0,m,sourcing,1,38,5.0,10,0,0,47,0
41838,43303,Sales & Marketing,region_22,0,m,other,1,29,3.0,5,0,0,44,0
41879,12982,Sales & Marketing,region_15,0,f,other,1,37,3.0,3,0,0,52,0
41913,820,Operations,region_26,0,m,sourcing,1,26,4.0,3,0,0,55,0
41929,40058,Sales & Marketing,region_7,0,f,other,1,25,3.0,2,0,0,48,0
41932,30905,Sales & Marketing,region_2,0,m,other,1,24,4.0,2,1,0,50,0
41955,4863,Sales & Marketing,region_16,0,m,sourcing,2,25,2.0,2,0,0,55,0
41964,41286,Sales & Marketing,region_22,0,m,sourcing,1,29,3.0,4,0,0,46,0
42004,34802,Sales & Marketing,region_7,0,m,sourcing,1,25,3.0,3,0,0,50,0
42028,6075,Sales & Marketing,region_31,0,m,sourcing,1,29,3.0,2,0,0,46,0
42085,45906,Sales & Marketing,region_22,0,m,sourcing,3,23,3.0,2,1,0,52,0
42097,24793,Finance,region_2,0,f,sourcing,1,38,4.0,3,1,0,61,0
42135,4221,Sales & Marketing,region_16,0,m,other,1,33,5.0,3,1,0,53,1
42153,74937,Sales & Marketing,region_22,0,f,sourcing,1,28,1.0,5,0,0,49,0
42176,1051,Sales & Marketing,region_2,0,m,sourcing,3,25,,1,1,0,49,0
42177,40094,Analytics,region_29,0,m,sourcing,1,28,1.0,3,0,0,79,0
42192,51880,Procurement,region_2,0,m,other,1,27,3.0,4,0,0,70,0
42220,62001,Sales & Marketing,region_26,0,m,sourcing,1,37,1.0,3,0,0,48,0
42242,55570,Sales & Marketing,region_16,0,m,sourcing,1,25,,1,1,0,51,0
42248,42058,Operations,region_2,0,m,sourcing,1,41,1.0,6,1,0,61,0
42256,26158,Sales & Marketing,region_2,0,m,other,2,28,4.0,4,1,1,48,0
42320,67364,Operations,region_15,0,m,other,1,44,3.0,4,0,0,61,0
42328,57672,Analytics,region_28,0,m,sourcing,1,28,5.0,4,0,0,86,0
42331,71376,Operations,region_15,0,f,other,1,31,3.0,5,0,0,55,0
42357,57379,Sales & Marketing,region_15,0,m,sourcing,1,28,,1,1,0,50,0
42376,65594,Sales & Marketing,region_7,0,m,other,1,30,1.0,5,0,0,47,0
42377,70014,Procurement,region_26,0,m,other,1,33,3.0,5,0,0,69,0
42382,43297,Sales & Marketing,region_15,0,m,sourcing,1,31,3.0,8,0,0,51,0
42408,62319,Sales & Marketing,region_2,0,m,other,1,43,4.0,2,0,0,51,0
42519,26700,Analytics,region_22,0,m,other,2,26,,1,1,0,81,0
42551,29763,Sales & Marketing,region_22,0,m,sourcing,1,22,3.0,1,0,0,47,0
42594,8282,Sales & Marketing,region_2,0,m,other,1,37,4.0,3,0,0,50,0
42610,32114,Sales & Marketing,region_2,0,m,sourcing,1,34,5.0,3,0,0,49,0
42623,60451,Sales & Marketing,region_22,0,m,sourcing,1,24,3.0,2,1,1,50,0
42662,35115,Sales & Marketing,region_21,0,m,sourcing,2,30,,1,0,0,49,0
42715,15136,Sales & Marketing,region_2,0,m,sourcing,2,24,2.0,2,0,0,47,0
42725,13848,Sales & Marketing,region_26,0,m,other,1,30,4.0,2,0,0,49,0
42729,5520,Sales & Marketing,region_11,0,m,other,1,24,1.0,2,0,0,53,0
42737,28496,Sales & Marketing,region_7,0,m,other,1,25,3.0,2,0,0,54,0
42781,64840,Technology,region_2,0,f,other,1,45,4.0,19,0,0,78,0
42908,49972,Sales & Marketing,region_22,0,m,other,1,27,,1,0,0,48,0
42939,21337,Sales & Marketing,region_15,0,m,other,1,44,3.0,17,0,0,50,0
42968,18266,Sales & Marketing,region_2,0,m,other,2,24,,1,0,0,48,0
42978,27258,Sales & Marketing,region_12,0,m,sourcing,1,39,4.0,10,0,0,53,0
42982,31099,Sales & Marketing,region_15,0,m,sourcing,1,30,4.0,8,0,0,55,0
43011,53266,Sales & Marketing,region_28,0,m,sourcing,1,34,2.0,6,0,0,52,0
43047,49747,Operations,region_15,0,m,sourcing,2,37,4.0,3,0,0,59,0
43048,1763,Sales & Marketing,region_1,0,m,sourcing,1,26,4.0,4,0,0,47,0
43053,18508,Sales & Marketing,region_16,0,m,other,1,23,,1,1,0,43,0
43068,69015,Sales & Marketing,region_2,0,m,other,1,46,5.0,14,1,0,48,0
43131,45330,Operations,region_15,0,f,other,1,37,2.0,8,0,0,60,0
43165,22102,Sales & Marketing,region_22,0,f,sourcing,1,26,3.0,2,0,0,46,0
43173,34082,Sales & Marketing,region_28,0,m,sourcing,1,36,4.0,9,1,0,53,0
43193,25457,Sales & Marketing,region_32,0,m,other,1,24,,1,0,0,48,0
43214,69844,Sales & Marketing,region_28,0,m,other,1,32,2.0,4,0,0,51,0
43254,29687,Analytics,region_26,0,m,sourcing,1,32,4.0,6,0,0,88,0
43265,15928,Analytics,region_22,0,m,other,1,26,,1,0,0,82,0
43273,53718,Sales & Marketing,region_16,0,m,sourcing,1,25,,1,0,0,46,0
43277,23995,Sales & Marketing,region_26,0,m,other,1,23,3.0,1,0,0,44,0
43332,11092,Sales & Marketing,region_2,0,m,sourcing,1,25,,1,0,0,42,0
43349,29316,Technology,region_2,0,m,sourcing,1,30,3.0,2,0,0,78,0
43361,3951,Sales & Marketing,region_16,0,m,sourcing,1,33,3.0,6,0,0,50,0
43366,39528,R&D,region_27,0,m,sourcing,1,30,3.0,3,0,0,83,0
43419,52647,Sales & Marketing,region_7,0,m,other,1,25,,1,0,0,54,0
43453,1223,Sales & Marketing,region_2,0,m,sourcing,1,36,4.0,9,1,0,53,0
43457,59351,Sales & Marketing,region_7,0,m,sourcing,1,20,5.0,2,1,0,54,0
43471,51633,Sales & Marketing,region_13,0,m,sourcing,1,28,4.0,2,0,0,52,0
43496,11561,Sales & Marketing,region_7,0,m,other,1,29,5.0,2,1,0,51,0
43524,54420,Sales & Marketing,region_2,0,m,sourcing,1,32,5.0,6,1,0,50,0
43559,9090,Sales & Marketing,region_22,0,m,other,1,30,3.0,7,0,0,50,0
43623,45364,Procurement,region_17,0,f,other,1,29,3.0,4,0,0,66,0
43648,38454,Operations,region_32,0,f,other,1,29,3.0,3,0,0,62,0
43660,36690,Sales & Marketing,region_7,0,m,sourcing,1,23,3.0,1,0,0,50,0
43696,34837,Sales & Marketing,region_28,0,m,other,1,31,3.0,2,0,0,52,0
43731,73437,Sales & Marketing,region_27,0,m,other,1,35,1.0,5,0,0,49,0
43742,62494,Sales & Marketing,region_32,0,m,other,1,30,4.0,4,0,0,51,0
43754,55661,Sales & Marketing,region_7,0,m,sourcing,1,25,5.0,3,0,0,53,0
43793,42684,Sales & Marketing,region_27,0,m,other,1,32,1.0,3,0,0,52,0
43801,48679,Sales & Marketing,region_22,0,m,other,1,21,,1,0,0,48,0
43819,65712,Sales & Marketing,region_15,0,m,other,1,27,4.0,3,0,0,51,0
43901,5312,Sales & Marketing,region_25,0,m,other,1,30,2.0,5,0,0,48,0
43906,28191,Technology,region_2,0,f,other,1,49,3.0,4,1,1,83,0
43986,73191,Analytics,region_22,0,m,other,1,25,,1,1,0,85,0
43997,33486,Sales & Marketing,region_9,0,m,other,1,34,3.0,3,0,0,50,0
44057,44026,Analytics,region_22,0,m,other,1,28,4.0,2,1,0,85,0
44091,27960,Sales & Marketing,region_9,0,m,sourcing,1,27,1.0,2,0,0,51,0
44110,17194,Sales & Marketing,region_32,0,m,sourcing,2,27,2.0,3,0,0,50,0
44167,77409,Sales & Marketing,region_2,0,m,sourcing,1,26,4.0,3,0,0,48,0
44215,16621,R&D,region_27,0,m,other,1,27,,1,1,0,87,0
44230,15923,Sales & Marketing,region_11,0,m,other,2,30,3.0,3,0,0,51,0
44248,40169,Analytics,region_2,0,m,other,1,30,3.0,2,1,0,85,0
44252,29782,Sales & Marketing,region_7,0,f,other,1,24,5.0,3,0,0,50,0
44258,61146,Operations,region_8,0,m,other,1,27,3.0,2,0,0,55,0
44262,65134,Sales & Marketing,region_2,0,f,sourcing,1,47,2.0,14,0,0,51,0
44289,48371,Sales & Marketing,region_2,0,m,other,1,32,3.0,8,0,0,50,0
44290,32330,Sales & Marketing,region_27,0,m,sourcing,1,24,1.0,2,0,0,48,0
44291,77295,Sales & Marketing,region_22,0,m,other,2,27,1.0,3,0,0,50,0
44304,25899,Procurement,region_2,0,f,other,1,35,3.0,9,0,0,70,0
44318,55045,Analytics,region_7,0,m,other,2,34,4.0,4,0,0,88,0
44355,64629,Sales & Marketing,region_2,0,m,sourcing,1,58,1.0,7,0,0,51,0
44365,68599,Sales & Marketing,region_28,0,m,other,1,34,3.0,7,0,0,53,0
44370,72993,Sales & Marketing,region_23,0,m,other,1,40,3.0,11,0,0,46,0
44373,20781,Analytics,region_2,0,m,other,2,26,3.0,5,0,0,83,0
44378,15848,Operations,region_26,0,m,other,1,28,3.0,3,0,0,57,0
44400,59319,Sales & Marketing,region_31,0,m,other,1,31,1.0,3,0,0,55,0
44458,76623,Technology,region_22,0,m,other,1,27,3.0,2,1,0,76,0
