,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
57,4529,Finance,region_22,Master's & above,f,sourcing,1,36,3.0,2,1,0,61
58,64703,Legal,region_2,Bachelor's,m,other,1,28,2.0,2,0,0,62
59,19649,Operations,region_22,Bachelor's,f,sourcing,1,29,5.0,4,1,0,56
60,6596,Sales & Marketing,region_2,Master's & above,m,sourcing,1,38,4.0,4,0,0,49
61,7999,Technology,region_4,Bachelor's,m,other,1,31,2.0,4,1,0,78
62,4762,Sales & Marketing,region_22,Bachelor's,m,other,1,29,1.0,4,0,0,46
64,24620,Operations,region_26,Bachelor's,m,sourcing,1,41,4.0,6,1,0,60
65,57989,Procurement,region_2,Bachelor's,m,other,1,29,5.0,2,1,0,74
66,75619,Sales & Marketing,region_28,Bachelor's,f,other,1,29,2.0,5,0,0,51
68,65975,Analytics,region_29,Bachelor's,m,other,2,28,5.0,4,1,0,84
69,51302,Procurement,region_22,Bachelor's,f,sourcing,1,31,1.0,6,0,0,64
70,63714,Technology,region_4,Master's & above,m,sourcing,1,36,3.0,4,0,0,76
71,70556,Operations,region_2,Bachelor's,m,other,3,26,3.0,4,1,0,57
72,70117,Technology,region_15,Bachelor's,m,other,1,29,3.0,2,0,0,84
73,51972,Analytics,region_7,Bachelor's,m,sourcing,1,32,4.0,6,0,0,85
74,60572,Sales & Marketing,region_2,Bachelor's,f,other,1,40,1.0,10,0,0,50
75,9548,Analytics,region_22,Bachelor's,m,sourcing,2,38,4.0,13,0,0,87
76,64,Analytics,region_4,Bachelor's,m,other,1,42,5.0,11,1,0,80
77,35510,Procurement,region_29,Master's & above,f,other,1,33,3.0,6,0,0,68
78,10732,Analytics,region_2,Bachelor's,m,other,1,31,5.0,5,1,0,92
79,9214,Operations,region_3,Master's & above,f,sourcing,1,35,3.0,4,0,0,58
80,10761,HR,region_2,Master's & above,f,sourcing,1,58,5.0,6,1,0,51
81,32110,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,26,2.0,4,0,0,48
82,50038,HR,region_29,Bachelor's,f,sourcing,1,33,3.0,8,1,0,49
83,1555,Technology,region_7,Bachelor's,m,sourcing,1,30,3.0,3,1,0,80
84,21200,Technology,region_13,Master's & above,f,sourcing,1,43,3.0,12,0,0,79
85,50380,HR,region_17,Bachelor's,f,sourcing,1,31,4.0,7,0,0,48
86,45009,Analytics,region_29,Bachelor's,m,sourcing,1,32,3.0,5,1,0,86
87,65450,Technology,region_2,Master's & above,f,sourcing,2,57,2.0,7,0,0,83
88,77333,Operations,region_2,Bachelor's,f,other,1,54,4.0,22,0,0,57
90,8443,R&D,region_22,Master's & above,m,other,2,27,4.0,5,0,0,86
91,39490,Operations,region_22,Master's & above,m,sourcing,1,44,3.0,10,0,0,55
92,69077,Technology,region_24,Master's & above,f,other,1,37,3.0,10,0,0,81
93,64652,Procurement,region_7,Master's & above,m,other,1,48,4.0,8,0,0,72
94,5254,Sales & Marketing,region_25,Bachelor's,f,other,1,31,3.0,6,1,0,43
95,71131,Finance,region_22,Bachelor's,f,other,1,28,5.0,5,1,0,60
96,19620,Procurement,region_13,Master's & above,f,other,1,34,3.0,4,0,0,69
97,41266,Sales & Marketing,region_14,Bachelor's,f,sourcing,1,44,1.0,4,0,0,47
98,11001,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,5.0,2,0,0,50
99,28530,Operations,region_22,Master's & above,m,referred,1,45,3.0,4,1,0,57
100,72481,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,24,4.0,2,0,0,48
101,67417,Analytics,region_29,Bachelor's,m,other,1,37,5.0,4,0,0,82
104,40287,Sales & Marketing,region_2,Master's & above,f,other,1,31,1.0,2,1,0,53
105,29367,Sales & Marketing,region_7,Master's & above,m,sourcing,3,38,3.0,5,0,0,49
106,36352,Procurement,region_22,Bachelor's,m,other,1,32,5.0,2,1,0,72
107,29681,Analytics,region_19,Bachelor's,m,other,1,29,3.0,4,0,0,84
108,30233,Sales & Marketing,region_15,Bachelor's,m,other,1,37,4.0,9,0,0,50
109,66601,Operations,region_13,Bachelor's,m,other,2,42,3.0,12,0,0,60
110,40276,R&D,region_22,Master's & above,m,sourcing,2,32,5.0,5,1,0,88
111,1522,Operations,region_13,Bachelor's,m,other,1,45,3.0,3,0,0,60
112,17936,Analytics,region_29,Bachelor's,m,other,1,28,3.0,7,0,0,83
113,26270,Technology,region_15,Master's & above,m,sourcing,1,35,1.0,9,0,0,81
114,6837,Sales & Marketing,region_4,Bachelor's,m,other,3,28,3.0,5,0,0,48
115,49665,Operations,region_8,Bachelor's,f,other,1,37,1.0,3,1,0,59
116,1908,Analytics,region_4,Master's & above,m,other,1,38,4.0,7,1,0,88
117,6474,Procurement,region_2,Bachelor's,f,sourcing,1,31,1.0,6,0,0,68
118,27495,Operations,region_2,Master's & above,m,other,2,43,3.0,2,0,0,69
119,24324,Operations,region_23,Bachelor's,m,other,1,32,3.0,2,1,0,62
120,14299,Procurement,region_2,Below Secondary,m,sourcing,1,24,4.0,2,1,0,69
121,56246,Operations,region_2,Master's & above,m,other,1,52,5.0,8,0,0,59
122,3901,Technology,region_13,Master's & above,m,other,1,38,5.0,2,0,0,88
123,41566,Finance,region_20,Bachelor's,m,other,1,35,3.0,4,0,0,59
124,55735,Technology,region_31,Master's & above,m,other,1,39,5.0,4,0,1,81
125,53627,Procurement,region_7,Bachelor's,m,other,1,31,3.0,5,1,0,65
126,62683,Operations,region_27,Bachelor's,m,sourcing,1,37,3.0,5,0,0,57
128,44948,Operations,region_30,Master's & above,f,other,1,37,5.0,9,1,0,56
129,26037,Analytics,region_16,Bachelor's,m,other,2,31,3.0,5,1,0,81
130,30607,Analytics,region_22,Bachelor's,m,sourcing,1,28,5.0,4,1,0,85
131,46103,Technology,region_15,Bachelor's,m,other,1,26,3.0,3,0,0,77
132,6452,Finance,region_2,Master's & above,m,other,1,49,4.0,7,1,0,62
133,47286,Procurement,region_13,Bachelor's,f,other,1,34,3.0,9,0,0,68
134,44117,Finance,region_4,Master's & above,f,other,1,38,3.0,2,0,0,58
135,1367,Sales & Marketing,region_13,Master's & above,m,other,1,52,4.0,4,1,0,51
136,26228,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,31,1.0,7,1,0,50
137,65694,Technology,region_2,Bachelor's,f,other,1,24,1.0,2,0,0,82
139,63901,HR,region_7,Bachelor's,m,other,1,31,2.0,5,0,0,66
140,4701,Technology,region_26,Bachelor's,f,other,1,43,1.0,4,1,0,86
141,35341,Procurement,region_4,Master's & above,m,other,4,37,3.0,6,0,0,68
143,10361,HR,region_2,Master's & above,m,other,1,37,5.0,9,1,0,53
144,6572,Operations,region_29,Bachelor's,m,other,1,32,5.0,8,1,0,58
145,70408,Sales & Marketing,region_26,Bachelor's,f,other,1,30,4.0,2,0,0,53
146,11774,Procurement,region_20,Bachelor's,f,other,1,30,5.0,4,1,0,71
147,37873,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,27,4.0,3,0,0,50
148,3886,Sales & Marketing,region_2,Bachelor's,m,other,2,36,4.0,8,0,0,45
149,23347,Technology,region_9,Bachelor's,m,sourcing,4,30,3.0,2,0,0,78
150,3034,Procurement,region_2,Master's & above,m,sourcing,1,49,4.0,19,0,0,73
151,30137,Sales & Marketing,region_10,Master's & above,m,other,1,38,5.0,5,0,0,63
152,52431,Sales & Marketing,region_30,Bachelor's,m,other,1,29,3.0,6,0,0,51
153,11061,Technology,region_33,Bachelor's,m,other,1,48,3.0,6,1,0,81
155,17607,Analytics,region_2,Master's & above,m,other,1,59,4.0,13,0,0,82
156,64986,Operations,region_7,Bachelor's,f,other,1,36,5.0,5,1,0,62
157,8082,Finance,region_13,Bachelor's,m,other,1,28,3.0,3,0,0,59
158,20982,Procurement,region_22,Bachelor's,m,other,2,27,4.0,2,1,0,68
159,5794,Operations,region_2,Bachelor's,m,sourcing,1,25,3.0,2,0,0,62
160,69381,Sales & Marketing,region_26,Bachelor's,m,other,1,30,5.0,6,1,0,52
163,48923,Sales & Marketing,region_2,Bachelor's,m,other,1,38,4.0,5,1,0,48
165,48813,HR,region_2,Bachelor's,f,other,1,53,4.0,21,0,0,53
166,5574,Sales & Marketing,region_8,Master's & above,m,other,1,35,3.0,8,0,0,45
167,57601,HR,region_2,Bachelor's,m,other,1,45,3.0,14,1,0,53
169,564,Operations,region_32,Bachelor's,m,other,1,39,3.0,8,0,0,58
170,3864,Analytics,region_13,Bachelor's,m,other,1,46,4.0,6,0,0,82
171,19598,Technology,region_5,Bachelor's,m,sourcing,2,29,3.0,3,0,0,79
173,74965,Technology,region_15,Bachelor's,f,other,1,34,4.0,6,1,0,82
175,13367,Sales & Marketing,region_14,Bachelor's,m,other,1,38,5.0,3,0,0,51
176,38556,HR,region_22,Master's & above,m,sourcing,1,32,3.0,5,0,0,52
177,51344,Operations,region_26,Bachelor's,m,other,1,33,3.0,5,1,0,58
178,28320,Procurement,region_2,Bachelor's,f,other,1,39,4.0,9,0,0,70
179,56104,Procurement,region_4,Master's & above,m,other,4,36,3.0,6,0,0,71
180,68882,Operations,region_22,Bachelor's,m,sourcing,2,33,4.0,4,0,0,59
181,75800,Sales & Marketing,region_2,Bachelor's,f,other,1,29,4.0,6,1,0,45
182,13223,R&D,region_7,Bachelor's,f,other,1,32,3.0,5,0,0,85
183,62740,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,26,3.0,2,1,0,46
184,67233,Analytics,region_32,Bachelor's,m,sourcing,1,38,3.0,3,0,0,82
185,49207,Procurement,region_22,Master's & above,m,sourcing,1,42,2.0,15,0,0,70
186,19053,Operations,region_32,Bachelor's,f,sourcing,1,30,5.0,6,0,0,60
188,46519,Sales & Marketing,region_14,Bachelor's,m,other,1,36,4.0,6,0,0,47
189,2111,Procurement,region_2,Bachelor's,f,other,1,56,5.0,6,0,0,84
190,69413,Sales & Marketing,region_14,Bachelor's,f,other,1,30,3.0,5,0,0,51
192,40064,HR,region_7,Bachelor's,f,other,1,29,5.0,6,1,0,49
193,33502,Sales & Marketing,region_7,Bachelor's,m,other,1,36,2.0,7,0,0,47
194,15182,Technology,region_14,Bachelor's,f,other,1,39,3.0,4,0,0,80
195,13593,Analytics,region_26,Bachelor's,m,sourcing,1,30,5.0,4,1,0,84
196,15613,R&D,region_2,Bachelor's,m,other,2,42,3.0,9,0,0,84
197,75751,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,37,4.0,9,0,0,49
198,71625,Procurement,region_22,Bachelor's,m,sourcing,1,31,2.0,2,1,0,66
199,37763,Sales & Marketing,region_28,Master's & above,m,sourcing,1,32,4.0,6,1,0,48
200,10812,Operations,region_15,Master's & above,m,other,1,40,5.0,11,1,0,59
201,67357,Finance,region_2,Bachelor's,m,sourcing,2,39,5.0,10,1,0,58
202,49583,Sales & Marketing,region_26,Bachelor's,m,other,1,40,4.0,10,1,0,47
203,45428,HR,region_22,Bachelor's,m,sourcing,1,23,1.0,2,0,0,45
205,44266,Sales & Marketing,region_7,Bachelor's,m,other,1,37,2.0,4,0,0,51
207,57884,Operations,region_2,Bachelor's,m,sourcing,1,37,3.0,9,0,0,61
208,24334,Legal,region_22,Bachelor's,m,referred,1,29,5.0,3,1,0,54
209,58892,Operations,region_32,Bachelor's,f,other,1,38,4.0,10,0,0,55
210,40799,Operations,region_22,Bachelor's,m,other,2,39,4.0,10,0,0,57
211,33879,Sales & Marketing,region_22,Master's & above,m,other,2,38,5.0,7,1,0,48
212,24403,Procurement,region_13,Bachelor's,m,sourcing,1,34,3.0,4,0,0,69
213,51150,Procurement,region_15,Bachelor's,f,other,1,48,5.0,21,0,0,69
214,7722,R&D,region_26,Master's & above,m,other,1,29,5.0,4,0,0,82
215,71271,Technology,region_13,Master's & above,f,other,1,37,4.0,7,1,0,81
217,65909,Operations,region_2,Bachelor's,f,other,1,47,5.0,2,1,0,63
218,8228,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,31,1.0,3,0,0,50
219,52138,Analytics,region_16,Bachelor's,m,other,1,28,3.0,4,0,0,83
220,22999,Finance,region_28,Master's & above,f,other,2,32,4.0,6,1,0,57
221,29196,Procurement,region_27,Bachelor's,f,other,1,33,2.0,4,1,0,71
224,17973,Operations,region_6,Bachelor's,m,sourcing,1,34,3.0,10,0,0,67
225,10986,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,5.0,3,1,0,52
226,19355,Technology,region_33,Bachelor's,m,other,1,28,4.0,5,0,0,79
227,75402,Analytics,region_24,Master's & above,m,other,1,34,3.0,3,0,0,87
228,52587,Procurement,region_2,Bachelor's,m,other,1,44,2.0,16,0,0,70
229,41662,Procurement,region_20,Bachelor's,m,sourcing,1,28,3.0,4,0,0,69
230,73944,Operations,region_27,Bachelor's,f,other,1,31,1.0,5,1,0,61
231,3987,Analytics,region_29,Bachelor's,m,other,1,34,2.0,5,0,0,84
232,40057,Procurement,region_2,Below Secondary,m,other,1,22,3.0,2,1,0,71
234,12411,Procurement,region_11,Bachelor's,f,other,1,32,3.0,7,1,0,66
235,15161,Technology,region_2,Master's & above,f,other,1,43,3.0,6,1,0,80
236,59084,Analytics,region_2,Master's & above,f,other,1,42,5.0,13,1,0,85
237,53857,HR,region_7,Bachelor's,m,other,1,41,3.0,8,1,0,54
238,42772,Technology,region_11,Bachelor's,f,other,1,27,3.0,2,0,0,84
239,5294,Finance,region_2,Bachelor's,m,sourcing,1,41,4.0,9,0,0,56
240,56439,Technology,region_23,Bachelor's,m,other,1,26,5.0,2,1,0,76
241,29998,Analytics,region_34,Bachelor's,m,other,1,35,5.0,10,1,0,85
242,76599,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,28,1.0,3,0,0,58
243,27424,HR,region_2,Bachelor's,f,sourcing,1,50,1.0,9,0,0,46
245,75833,Sales & Marketing,region_7,Master's & above,m,other,2,37,1.0,10,0,0,49
246,57068,Operations,region_4,Bachelor's,m,other,2,35,3.0,8,1,0,64
247,70129,Sales & Marketing,region_28,Master's & above,f,other,1,29,4.0,4,0,0,51
248,14733,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,36,5.0,8,0,0,47
250,7561,Finance,region_2,Bachelor's,m,other,1,36,3.0,3,0,0,55
251,59522,Operations,region_22,Bachelor's,f,other,2,37,4.0,2,0,0,71
252,44299,Analytics,region_29,Bachelor's,m,other,1,30,3.0,4,0,0,83
253,29220,Finance,region_2,Bachelor's,m,sourcing,2,26,2.0,2,0,0,54
254,15869,Procurement,region_13,Bachelor's,f,sourcing,2,28,5.0,3,1,0,68
255,51270,Operations,region_15,Bachelor's,m,other,1,49,4.0,9,0,0,61
257,19212,Procurement,region_21,Master's & above,m,other,1,35,5.0,7,1,0,70
258,70890,Technology,region_24,Bachelor's,m,other,1,32,2.0,6,0,0,90
259,31183,Sales & Marketing,region_28,Master's & above,f,sourcing,1,42,3.0,4,0,0,54
260,46628,Technology,region_4,Master's & above,m,other,1,37,4.0,5,0,0,76
261,44670,Sales & Marketing,region_29,Bachelor's,m,other,1,28,5.0,2,0,0,45
262,70734,Procurement,region_15,Bachelor's,m,other,1,38,4.0,2,1,1,97
263,47051,Analytics,region_2,Bachelor's,m,sourcing,2,39,4.0,5,1,0,86
264,17760,Analytics,region_27,Bachelor's,m,other,1,28,5.0,2,1,0,87
265,8180,Operations,region_14,Bachelor's,m,other,2,34,3.0,10,0,0,60
266,24756,Operations,region_22,Bachelor's,f,other,1,37,3.0,3,0,0,63
267,56780,Sales & Marketing,region_2,Master's & above,f,sourcing,2,38,1.0,6,0,0,51
268,59919,Finance,region_2,Bachelor's,f,sourcing,1,24,5.0,2,1,0,57
269,18924,Sales & Marketing,region_11,Master's & above,m,other,1,36,3.0,7,0,0,52
270,42477,Procurement,region_2,Bachelor's,m,other,1,41,2.0,15,0,0,70
272,11824,Technology,region_2,Master's & above,f,sourcing,2,59,1.0,15,0,0,76
273,51740,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,29,3.0,1,0,0,48
274,51364,Operations,region_22,Bachelor's,f,other,1,29,5.0,3,0,0,57
275,64265,Sales & Marketing,region_13,Bachelor's,f,sourcing,3,31,1.0,5,0,0,51
276,46233,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,31,5.0,7,0,0,51
277,41215,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,31,4.0,3,0,0,50
278,47172,Sales & Marketing,region_26,Bachelor's,m,other,1,32,3.0,4,1,0,47
279,53542,Procurement,region_26,Bachelor's,f,other,1,49,4.0,8,0,0,68
280,2121,Operations,region_2,Master's & above,m,other,1,42,5.0,11,0,0,59
281,77677,Sales & Marketing,region_11,Bachelor's,m,other,1,32,5.0,7,1,0,49
282,38018,Analytics,region_11,Bachelor's,m,other,1,30,3.0,4,0,0,80
283,29799,Analytics,region_4,Bachelor's,m,other,1,32,5.0,8,0,0,86
284,565,Procurement,region_1,Bachelor's,f,sourcing,2,29,1.0,2,0,0,74
285,33473,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,31,1.0,6,0,0,50
287,46339,Operations,region_34,Bachelor's,m,other,1,30,3.0,2,1,0,58
288,6352,Operations,region_2,Bachelor's,f,sourcing,1,48,4.0,8,1,0,60
289,63568,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,5.0,12,0,0,50
290,15317,Analytics,region_23,Master's & above,m,sourcing,1,35,2.0,7,1,0,87
291,63035,Technology,region_2,Bachelor's,f,other,1,47,4.0,7,0,0,78
292,22942,Sales & Marketing,region_31,Master's & above,m,other,1,46,5.0,3,1,0,51
293,62212,Procurement,region_31,Master's & above,f,other,1,37,3.0,2,1,1,97
294,49252,Operations,region_19,Bachelor's,m,other,1,26,5.0,6,1,0,60
295,38520,Technology,region_6,Bachelor's,f,sourcing,1,31,5.0,4,1,0,87
297,69109,Procurement,region_20,Bachelor's,f,other,1,28,2.0,4,0,0,69
298,67985,Operations,region_4,Master's & above,f,sourcing,2,36,1.0,6,1,1,65
299,74040,Technology,region_24,Master's & above,f,other,1,35,1.0,7,0,0,80
300,31049,Analytics,region_13,Bachelor's,m,sourcing,1,34,4.0,9,0,0,84
301,55523,Analytics,region_2,Master's & above,m,sourcing,2,58,5.0,6,1,0,81
302,40579,Sales & Marketing,region_22,Master's & above,m,sourcing,1,29,2.0,5,1,0,50
303,40211,Operations,region_13,Bachelor's,m,other,1,36,2.0,9,0,0,59
304,41982,R&D,region_2,Bachelor's,m,sourcing,1,30,1.0,4,0,0,84
305,24286,HR,region_2,Master's & above,f,other,1,40,3.0,10,0,0,49
306,53696,Procurement,region_15,Bachelor's,m,other,1,38,3.0,4,1,0,71
307,47130,Sales & Marketing,region_11,Bachelor's,m,other,1,36,2.0,5,0,0,52
308,25340,Sales & Marketing,region_2,Bachelor's,m,other,1,41,4.0,9,0,0,49
309,16794,Procurement,region_22,Master's & above,m,other,1,33,5.0,5,1,0,66
310,10399,Technology,region_31,Bachelor's,m,sourcing,1,29,1.0,4,0,0,79
311,9095,Operations,region_22,Master's & above,f,other,1,33,4.0,8,1,0,81
312,60624,Sales & Marketing,region_7,Master's & above,f,other,1,41,1.0,2,0,0,47
313,30188,Procurement,region_2,Master's & above,m,other,2,41,3.0,10,0,0,67
314,19292,Operations,region_13,Master's & above,m,other,1,41,3.0,4,0,0,60
315,58780,Technology,region_7,Bachelor's,f,other,1,28,4.0,5,1,0,76
316,33674,Sales & Marketing,region_7,Master's & above,f,sourcing,1,32,5.0,7,1,0,53
317,17128,Technology,region_8,Bachelor's,m,other,1,25,3.0,3,0,0,77
318,28127,Technology,region_13,Below Secondary,f,sourcing,1,24,2.0,2,0,0,85
319,42650,Sales & Marketing,region_7,Bachelor's,m,other,1,53,4.0,10,1,0,45
320,58393,Sales & Marketing,region_25,Master's & above,m,sourcing,1,38,5.0,12,1,0,49
321,72037,Legal,region_22,Bachelor's,m,sourcing,1,31,3.0,3,0,0,62
322,33736,Sales & Marketing,region_2,Bachelor's,f,other,2,51,3.0,17,0,0,52
323,51260,Operations,region_14,Master's & above,m,sourcing,1,42,3.0,4,0,0,59
324,21326,Operations,region_2,Master's & above,m,other,1,56,5.0,16,1,0,59
325,7784,Sales & Marketing,region_4,Bachelor's,m,other,1,48,4.0,9,0,0,46
326,33540,Procurement,region_2,Master's & above,m,sourcing,1,56,3.0,2,1,0,65
328,53267,R&D,region_26,Bachelor's,m,other,1,31,4.0,6,0,0,84
329,51294,Procurement,region_22,Master's & above,m,sourcing,2,33,3.0,3,0,0,72
330,4208,Technology,region_7,Master's & above,m,referred,1,36,4.0,4,1,0,80
331,64266,Procurement,region_11,Master's & above,f,other,1,38,5.0,4,1,0,70
332,57995,Procurement,region_5,Bachelor's,m,other,1,36,2.0,4,0,0,64
333,76317,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,50,4.0,21,1,0,49
334,32169,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,40,1.0,3,0,0,47
335,22403,Finance,region_28,Below Secondary,f,other,1,26,1.0,2,1,0,54
336,18775,Operations,region_20,Bachelor's,m,sourcing,1,27,3.0,3,0,0,58
337,7007,Sales & Marketing,region_27,Master's & above,m,other,1,54,5.0,21,0,0,53
338,58836,Finance,region_26,Bachelor's,f,other,1,29,4.0,7,0,0,67
339,67403,Procurement,region_2,Bachelor's,m,sourcing,3,31,4.0,4,0,0,67
340,34371,Technology,region_2,Master's & above,m,other,2,45,5.0,15,0,0,75
342,72636,Procurement,region_22,Master's & above,m,other,1,39,3.0,5,0,0,70
344,41162,Sales & Marketing,region_22,Bachelor's,m,other,1,28,5.0,2,0,0,51
345,42939,Sales & Marketing,region_30,Bachelor's,m,other,1,42,3.0,4,0,0,51
346,37227,Operations,region_7,Bachelor's,m,other,1,33,4.0,3,0,0,58
347,34986,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,3.0,4,0,0,52
348,10473,Finance,region_2,Bachelor's,m,sourcing,1,25,5.0,2,0,0,57
349,42833,Operations,region_31,Bachelor's,m,other,1,29,3.0,2,0,0,57
350,39224,Technology,region_27,Bachelor's,m,other,1,28,5.0,2,0,1,95
351,34148,Procurement,region_13,Master's & above,m,other,1,33,4.0,3,1,0,70
352,65558,HR,region_15,Bachelor's,m,sourcing,1,32,3.0,6,0,0,52
353,63986,Operations,region_20,Master's & above,f,other,1,32,3.0,5,0,0,57
354,31641,Analytics,region_2,Bachelor's,m,other,1,37,3.0,4,1,0,81
355,45087,Sales & Marketing,region_31,Bachelor's,m,other,1,35,5.0,8,0,0,50
357,41610,Procurement,region_1,Bachelor's,m,other,3,28,3.0,2,0,0,70
358,10376,Analytics,region_31,Bachelor's,m,other,1,39,3.0,10,0,0,86
359,11414,Operations,region_27,Master's & above,m,other,1,40,4.0,11,0,0,59
360,32884,Sales & Marketing,region_2,Master's & above,m,other,2,36,4.0,9,1,0,47
361,71007,Technology,region_26,Bachelor's,m,other,1,36,3.0,11,0,0,82
362,43891,Analytics,region_26,Bachelor's,m,other,1,30,2.0,5,0,0,88
363,26769,Legal,region_13,Bachelor's,m,sourcing,1,43,3.0,9,0,0,59
364,23022,Operations,region_4,Bachelor's,f,sourcing,1,39,2.0,11,0,0,70
365,56684,Operations,region_7,Master's & above,f,other,3,32,4.0,6,0,0,62
366,24951,Operations,region_15,Bachelor's,m,other,1,43,4.0,11,1,0,58
367,8810,Operations,region_2,Bachelor's,f,sourcing,1,34,4.0,6,1,0,60
369,33334,Sales & Marketing,region_22,Bachelor's,m,other,1,47,4.0,9,0,0,52
370,29911,Analytics,region_4,Master's & above,m,other,1,38,1.0,9,1,1,85
371,42142,Operations,region_30,Bachelor's,f,sourcing,1,30,3.0,6,0,0,58
372,29467,Sales & Marketing,region_27,Bachelor's,f,other,1,29,3.0,3,0,0,47
373,11784,Procurement,region_16,Bachelor's,m,other,1,36,3.0,9,0,0,66
374,29776,Operations,region_22,Master's & above,m,other,1,40,5.0,7,0,0,56
375,10563,Legal,region_11,Bachelor's,m,sourcing,1,33,4.0,3,0,0,60
376,6736,Operations,region_22,Bachelor's,f,sourcing,1,35,2.0,5,0,0,54
377,441,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,23,5.0,2,1,0,54
378,14980,Finance,region_22,Bachelor's,m,other,3,26,5.0,2,1,0,60
379,13549,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,38,3.0,8,0,0,48
380,1348,Analytics,region_22,Master's & above,m,sourcing,1,38,3.0,10,0,0,90
381,14948,Technology,region_15,Bachelor's,m,sourcing,1,29,1.0,6,0,0,82
383,22827,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,41,3.0,4,0,0,51
384,30527,Procurement,region_24,Bachelor's,m,other,1,29,1.0,1,0,0,72
385,38928,Sales & Marketing,region_5,Bachelor's,m,sourcing,2,29,1.0,2,0,0,50
386,17420,Sales & Marketing,region_9,Master's & above,m,other,1,31,3.0,9,0,0,51
387,72878,Procurement,region_17,Master's & above,f,other,1,56,3.0,4,0,0,70
389,38588,Procurement,region_22,Master's & above,m,other,1,50,3.0,15,0,0,67
390,55236,Legal,region_2,Master's & above,m,sourcing,1,36,5.0,4,1,0,57
391,339,Sales & Marketing,region_13,Bachelor's,m,other,1,36,5.0,10,1,0,46
392,30270,Operations,region_2,Bachelor's,f,sourcing,1,42,5.0,14,1,0,64
394,36458,Sales & Marketing,region_4,Bachelor's,m,other,1,30,3.0,2,1,0,46
395,27999,Analytics,region_6,Bachelor's,m,sourcing,1,28,5.0,2,1,0,86
396,57114,Operations,region_22,Master's & above,f,sourcing,1,46,3.0,16,0,0,62
397,25603,Technology,region_16,Master's & above,f,other,1,55,4.0,14,0,0,75
398,71930,HR,region_28,Master's & above,m,sourcing,1,35,5.0,10,1,0,50
399,23945,Sales & Marketing,region_2,Bachelor's,f,other,1,58,3.0,2,1,1,48
400,22469,Analytics,region_28,Master's & above,m,sourcing,1,35,5.0,7,0,0,85
401,34891,Operations,region_29,Bachelor's,m,other,1,30,1.0,7,0,0,58
402,17506,Technology,region_7,Bachelor's,m,sourcing,2,27,5.0,4,1,0,82
403,32124,Analytics,region_32,Bachelor's,f,sourcing,1,29,1.0,4,0,0,87
404,48160,Analytics,region_31,Bachelor's,m,other,1,34,1.0,3,0,0,87
405,30792,Sales & Marketing,region_4,Master's & above,m,other,1,40,3.0,2,1,0,49
